EmployeeNumber,Attrition_Probability
470,0.7166224604481168
471,0.29951346965749776
473,0.3450370233955557
474,0.8003667133434156
475,0.7928931321542119
476,0.359985322804118
477,0.29290177186238986
478,0.8206336295840444
479,0.1820094687246418
481,0.17648964409614007
482,0.2071064678799681
483,0.6920080642978721
484,0.4430020525759727
485,0.6838912607920713
486,0.38707287078283964
487,0.3107693956519633
488,0.4193612974370249
491,0.1595791930291392
492,0.7255214179003069
493,0.8057393184736825
494,0.42113872123465695
495,0.38201656957258157
496,0.3174614273699643
497,0.25219617892708585
498,0.26734499681963336
499,0.20278625629415864
500,0.24674452786833131
501,0.3185086847268954
502,0.7550788268886062
505,0.3429179080529709
507,0.6589892159995714
508,0.3636470615472041
510,0.3432141342283601
511,0.5420930820887352
513,0.3907412851164436
514,0.6998527023550113
515,0.5313610410069982
516,0.24217801188235002
517,0.42431951145027824
518,0.7453292058423397
520,0.14944363308918487
521,0.3522794251690517
522,0.16487491961016232
523,0.2624283527201108
524,0.36341307798089584
525,0.3675135202394003
526,0.6725652467911508
527,0.6845779769258723
529,0.8892946642157336
530,0.39623320457158784
531,0.22468254720622086
532,0.2868013935445807
533,0.40269547711104353
534,0.23533872850094362
536,0.38029112622329925
538,0.460095526472441
543,0.513608696811632
544,0.40584669399496043
546,0.07189359600729404
547,0.5058046352694491
548,0.19951234880594412
549,0.15886161546799565
550,0.2750076123017237
551,0.32090427398856997
554,0.7918516951011549
555,0.30978349283268375
556,0.6557511100588006
558,0.051556138087124205
560,0.46023107702727484
562,0.2698105329155129
564,0.14501356083163708
565,0.5392362445837352
566,0.39814403928420283
567,0.4867010311561862
568,0.28129053691399786
569,0.32280325803019144
571,0.32317226611133093
573,0.5552163025998027
574,0.29094606451011135
575,0.12065082676553827
577,0.42156982937927084
578,0.33383618112880453
579,0.33611266743036283
580,0.5917057425302549
581,0.16651945741476765
582,0.721188659461014
584,0.40828712641930265
585,0.34055728430509064
586,0.5752815588459463
587,0.3681058348972812
590,0.7684876938076579
591,0.4415703115148938
592,0.3366504054436606
593,0.3241256652573742
595,0.36852824719833477
597,0.31818061280139104
599,0.15712438649369145
600,0.3651476722269716
601,0.1510450544101308
602,0.27216794056873617
604,0.6064408131146913
605,0.7731271171331772
606,0.2860149932394914
608,0.7847415104125107
611,0.3267081996003387
612,0.13484633809925065
613,0.13713796683221322
614,0.8137866163401464
615,0.37012332129302944
616,0.6508647809647976
618,0.5660498266061017
620,0.3237906774716486
621,0.3287748279675066
622,0.7768942069966215
623,0.22675411137682086
624,0.3404784184393313
625,0.2455176010860696
626,0.45351798855582665
630,0.7484875324526948
631,0.2847857153166782
632,0.4195549158145905
634,0.22964827414107278
635,0.3505031199041957
638,0.14619257857479886
639,0.8018178482076127
641,0.5396851078750589
643,0.41701496203615
644,0.128968412407169
645,0.3906555031083682
647,0.7897787821992576
648,0.5407906675155942
649,0.6755585761540117
650,0.45548909381003994
652,0.48319209522663376
653,0.4205906674389955
655,0.39951440989069775
656,0.5020814847784659
657,0.31841286854382883
659,0.23040409708680912
661,0.4185174818102477
662,0.3867049603616425
663,0.6734671473894128
664,0.11165279710467507
665,0.3409820649928768
666,0.718376016977105
667,0.3579988858796767
669,0.43446286904722237
671,0.2662733354991435
675,0.48388051327935616
677,0.25578710936046795
679,0.6736795518353065
680,0.3423553158548769
682,0.29742377073148457
683,0.41996118216043055
684,0.6117224528335029
686,0.6854331096891404
689,0.2676474740047412
690,0.27901719528172614
691,0.3786691908667989
692,0.18508164594489515
698,0.38766104834733167
699,0.6859194638339859
700,0.3959234521816321
701,0.766207839793527
702,0.8960719617614542
704,0.35944021190472425
705,0.4996874430928108
707,0.3076060579669739
709,0.205419641114281
710,0.2901382395341344
712,0.3245333417119131
714,0.5446211550728697
715,0.2536259141194066
716,0.6974222574261286
717,0.3379168249444817
720,0.4217326840608597
721,0.3145145644633687
722,0.16931527217085696
723,0.7009195704759145
724,0.18445040611395302
725,0.22424345765967868
727,0.23180248438379167
728,0.33504274299298864
729,0.43381723077558487
730,0.137595185941691
731,0.1532385273689702
732,0.5618774354674639
733,0.21507868143782524
734,0.03798454240997873
738,0.35942197046765
741,0.8253862130143952
742,0.2646748396736092
743,0.6106259037900995
744,0.5193890765355641
746,0.4676177207592412
747,0.4717876234012459
749,0.3722348885439629
752,0.8197124169694047
754,0.2717463303767548
757,0.38731358918541786
758,0.47854988969287504
760,0.26652889894789245
762,0.1347002996541577
763,0.6468294569178284
764,0.22053605484177982
766,0.40882109646184284
769,0.3081065037921801
771,0.31051997923649477
772,0.4681348395363934
773,0.6350144405537956
775,0.4370327591189885
776,0.047304983428428406
780,0.6934147497337086
781,0.31750535435058785
783,0.2892676806419761
784,0.4403344197874446
785,0.793322915261768
786,0.17524203119158951
787,0.3344972055037009
789,0.32874416928782085
791,0.30334007257577345
792,0.37632398715897847
793,0.4280293625369529
796,0.30960348394966186
797,0.31050413464024
799,0.755516586459157
800,0.285592960441515
802,0.8039551623483089
803,0.757123563409333
804,0.3330148826432189
805,0.3856739733450181
806,0.2463911834931482
807,0.3282975943464171
808,0.35176829907103563
809,0.16620651451256938
811,0.8145327090270118
812,0.40241839303523874
813,0.3055661698183831
815,0.09137445384093863
816,0.8082882049529888
817,0.1672848232383199
819,0.5029472230934434
820,0.19705520438848922
823,0.232838698663944
824,0.3605198496502979
825,0.3451000911714114
826,0.31367771463524086
827,0.5181999798978659
828,0.3122254710898474
829,0.3982226471310773
830,0.28029677606001285
832,0.4510210578709417
833,0.5841730245783909
834,0.37788549852335174
836,0.620792192055221
837,0.4542995477506667
838,0.3585317410650248
840,0.3349358407633624
842,0.30924187802587844
843,0.21194438074394695
844,0.38405360829937335
845,0.18827209324561409
846,0.8188924793912017
847,0.23639793520714275
848,0.6960359031886066
850,0.27045549507830213
851,0.18845894397743668
852,0.2564294298443558
854,0.4321781454369412
855,0.37407004978500213
856,0.5184998788973829
857,0.5569991499794209
859,0.3106437149355944
861,0.2799605302851515
862,0.5813710434594409
864,0.5648920431864046
865,0.2803255840296262
867,0.1540967885770732
868,0.2843071733864067
869,0.2852676374217037
872,0.21912772652804843
874,0.760925765432271
875,0.7574874861959053
878,0.5000913639500513
879,0.7189666440045682
880,0.492145918739779
881,0.8606595794427874
882,0.23624848832716083
885,0.34735987467426793
887,0.33891828850597905
888,0.40274842704861236
889,0.3716570922732545
893,0.46161505794096475
894,0.6012125145544154
895,0.6469506536390462
896,0.7298095252848009
897,0.2606483596025772
899,0.2573589551192977
900,0.35508333911048934
901,0.14004169279831527
902,0.19446653214819506
903,0.7412075594603762
904,0.742877280725958
905,0.21576699335284572
909,0.18086727198211322
910,0.7030318741607005
911,0.8368317487225393
912,0.38466998828384297
913,0.8865512372701383
916,0.32116147623415026
918,0.6259112885520243
920,0.4602410904002006
922,0.3155578166461634
923,0.32411699964405855
924,0.6022853175367552
925,0.6106694173952592
926,0.726401407387376
927,0.6761432543339763
930,0.4118893175440463
932,0.7687638791807756
933,0.39052946734877253
934,0.5003209450115518
936,0.2816039538469612
939,0.7508755468217808
940,0.5438506866140319
941,0.4895675272333939
942,0.6031447650101348
944,0.18302565547290936
945,0.3894953460604594
947,0.21835323004418924
949,0.2758393171881365
950,0.14579157436439427
951,0.34114729835570307
952,0.8237881211855154
954,0.33278732314093873
956,0.29779256864272446
957,0.6018856533720305
958,0.30248841301924173
959,0.81460916080576
960,0.5028476731971093
961,0.7090835139886509
964,0.7227564844949073
966,0.4029614775167891
967,0.4316070709652536
969,0.23322184698343928
970,0.34648104050820144
972,0.24952581971840856
974,0.38765872609475766
975,0.36166862968121427
976,0.1024068552858858
977,0.2833124427845447
981,0.277850733313877
982,0.3723919758895117
983,0.648522178164974
984,0.12489108475512707
985,0.24454215829352902
986,0.6866133393464565
987,0.6331852360523522
990,0.3064055527728939
991,0.8121091081964251
992,0.15303056967710688
994,0.7863354501464564
995,0.36309272450635627
996,0.2212183515374377
997,0.06554432116630883
998,0.6607115745239224
999,0.082058030925648
1001,0.48571318670704106
1002,0.7569645482333283
1003,0.529221497793981
1004,0.8486641530809909
1005,0.45942615439067996
1006,0.34723004895127807
1007,0.13110730094543024
1009,0.37282609593766936
1010,0.7378643773599792
1011,0.32805553227248335
1012,0.3990255320777246
1013,0.1817936439079257
1014,0.7552986816633669
1015,0.6225527575675683
1016,0.7807954568366622
1017,0.4369695028026012
1018,0.1742698010234612
1019,0.46993453660605705
1022,0.44717868956203055
1024,0.15953139869316416
1025,0.29611189085295614
1026,0.1435617562290904
1027,0.37542033221941207
1028,0.345331356263221
1029,0.09153899320414627
1030,0.43027446624767235
1032,0.4857699494324795
1033,0.4359362379805676
1034,0.8112943110245318
1035,0.0842607783036057
1036,0.6421496889180401
1037,0.6076670785345291
1038,0.05586539877237187
1039,0.7106543577891742
1040,0.11421932648376949
1042,0.6954755013370978
1043,0.5291746615959978
1044,0.40289354037813657
1045,0.07792444443160249
1046,0.5184241103018274
1047,0.11432460231425366
1048,0.42871931384617795
1049,0.5073504185085814
1050,0.26553200479842926
1052,0.43637540137175207
1053,0.847462425700747
1055,0.7623387544144443
1056,0.39726303096988785
1060,0.3638994843049303
1061,0.47685613131321153
1062,0.2531956460177884
1066,0.5191163302719345
1068,0.4117349737785765
1069,0.0706929527063552
1070,0.24705400283326767
1071,0.41328991636675455
1073,0.21313428563950224
1074,0.19378210472474947
1076,0.25559224198885416
1077,0.6750001719370542
1079,0.4890626964327155
1080,0.6118178705023881
1081,0.7808397329633386
1082,0.36393438783051046
1083,0.44304991301867425
1084,0.28531698723146137
1085,0.2980156319949102
1088,0.16027946080672018
1092,0.49474260879195797
1094,0.4163868134617919
1096,0.17344768359600973
1097,0.31974896757819943
1098,0.18365636781096262
1099,0.19429762830361055
1100,0.6311025225401163
1101,0.5007252231587612
1102,0.5196199510762614
1103,0.22812641183913368
1105,0.5933785592588056
1106,0.6980321028381256
1107,0.534552195833067
1108,0.9071810964069161
1109,0.16903345188466073
1111,0.4525380969402679
1113,0.6285013787118133
1114,0.29060702732537225
1115,0.2986870370659035
1116,0.1308548286190134
1117,0.30761834335082744
1118,0.2948407720852885
1119,0.611307105335669
1120,0.4138457573645544
1121,0.1785164862551202
1124,0.145610119913357
1125,0.22618446405681306
1126,0.2999308548373117
1127,0.275370282256668
1128,0.08507458912547147
1131,0.7555029075840614
1132,0.26501799598867243
1133,0.27210453729852585
1135,0.43399969498409924
1136,0.3748595889826535
1137,0.22248263459349826
1138,0.14692574934653452
1140,0.228998355101999
1143,0.3011753764248417
1148,0.46543014686127354
1150,0.6343687885465659
1152,0.38864040313084625
1154,0.7172718973962203
1156,0.38732768229559833
1157,0.7532112399464849
1158,0.7348127249178861
1160,0.4301139817729678
1161,0.3333671590430963
1162,0.3233303000582816
1163,0.30823551693993734
1164,0.284629337482113
1165,0.320638666244875
1166,0.12332924749900127
1167,0.7064089855671245
1171,0.3878913716665616
1172,0.24581880210222212
1173,0.42177371222646376
1175,0.7262087026282809
1177,0.28397498869739446
1179,0.2353104904309354
1180,0.749753821400584
1182,0.2946724142448421
1184,0.26887355167319776
1185,0.31220621236311924
1188,0.3805407308131653
1190,0.39251909463216245
1191,0.12148187467781742
1192,0.2664057557822127
1193,0.4443609481510433
1195,0.7558323250274267
1196,0.14347995831340885
1198,0.41792291465866543
1200,0.706891103388915
1201,0.10239000960463636
1202,0.7727019394114991
1203,0.6924081420214465
1204,0.21533893487242456
1206,0.38447875727723024
1207,0.3345418598129022
1210,0.49892148169550726
1211,0.5048088117763084
1212,0.3791456263568502
1215,0.12881433075476692
1216,0.4680199218900183
1217,0.1053363125219292
1218,0.704119568681319
1219,0.3866904258090279
1220,0.3650754731367621
1221,0.31202653335952474
1224,0.4286848179562446
1225,0.49504200524560826
1226,0.4438965264575515
1228,0.1522588382499916
1231,0.26103659002075713
1233,0.6263086447299747
1234,0.4673808182896086
1235,0.547146938380466
1237,0.7221071043446624
1238,0.38922825865439514
1239,0.3601917093655614
1240,0.28456186132192396
1241,0.7010110173452331
1242,0.7782515508339396
1243,0.5062676661812879
1244,0.9019392824730451
1245,0.12978790848409744
1246,0.48062096684541045
1248,0.8613579707442364
1249,0.3552159912539829
1250,0.05205045261960346
1251,0.6885392290635177
1252,0.3726225922000978
1254,0.20969564081000613
1255,0.05747530268737061
1256,0.14768563863397713
1257,0.24264298393900538
1258,0.30258482288164407
1259,0.3936104756957838
1260,0.5993156816968697
1263,0.07211043706902147
1264,0.0681769098912284
1265,0.42162356447085264
1267,0.08572818348248527
1268,0.5082137712336398
1269,0.8227207319333368
1270,0.30488154798012607
1273,0.830296910620899
1275,0.6553558990906998
1277,0.27948832944063656
1278,0.5454361277981845
1279,0.48408148468406764
1280,0.0630390616479695
1281,0.7237822190081619
1282,0.33266782142746276
1283,0.21256409065977497
1285,0.46315150571485186
1286,0.633543562632748
1288,0.17283081117269672
1289,0.32335947887077854
1291,0.7431100344141638
1292,0.8069273832447011
1293,0.27085517764730305
1294,0.6661881549299931
1295,0.2609523248571497
1296,0.6474727505943151
1297,0.49231150505330373
1298,0.6703705513313861
1299,0.8405949639578262
1301,0.34674770746141903
1303,0.34452907291277957
1304,0.19797568040576527
1306,0.23100548075658744
1307,0.6860732652715055
1308,0.6006206026012567
1309,0.21431861544344413
1310,0.4593125092526744
1311,0.43035536229583443
1312,0.21345094355293112
1314,0.401337039522005
1315,0.2875845820969594
1317,0.5899419718329603
1318,0.6874622201183629
1319,0.7633998527226254
1321,0.6455780371976073
1322,0.4291973633741881
1324,0.6285938480713027
1329,0.42068826294201456
1331,0.7427502391536385
1333,0.5286987545905183
1334,0.23140939711689207
1336,0.08733190623101027
1338,0.14431449813778294
1340,0.3581801207427625
1344,0.14609433716511766
1346,0.35719218803901903
1349,0.3047703584434688
1350,0.6404407764082458
1352,0.21267055724229647
1355,0.3153863905863819
1356,0.551510035177244
1358,0.3135308048789931
1360,0.6751013417781652
1361,0.3762503021211635
1362,0.4744332059019117
1363,0.1265606701861338
1364,0.34468592792246755
1367,0.1441878246059378
1368,0.2860484349763724
1369,0.151636597480849
1371,0.17696321183743838
1372,0.5087336839954736
1373,0.7668024028241157
1374,0.5468827490394663
1375,0.44897260266462624
1377,0.5855030475753558
1379,0.3006945608019477
1380,0.744687986126851
1382,0.28247332172877443
1383,0.20527795997493745
1387,0.46019222916281377
1389,0.7474611344960496
1390,0.7895399636846754
1391,0.27874250306339554
1392,0.7004720679723381
1394,0.6952084951566316
1395,0.21128663801317937
1396,0.7102620130224957
1397,0.24295622633755778
1399,0.42846307815126294
1401,0.536477707456285
1402,0.6131150476280758
1403,0.6625988203464621
1405,0.8272299481717008
1407,0.3484941789747465
1408,0.08501734263612913
1409,0.3573690260092479
1411,0.43232318624108423
1412,0.2797299596613449
1415,0.3299416675992829
1417,0.3469404679451014
1419,0.3150207336549313
1420,0.61832991123312
1421,0.7390718256881009
1422,0.10534006435494264
1423,0.2950295748012349
1424,0.11200728630151936
1425,0.668292935879723
1427,0.3933361841643995
1428,0.31428777130680374
1430,0.22299184964112295
1431,0.3304501317562339
1433,0.5444739425497997
1434,0.5164192894573076
1435,0.2546477936087576
1436,0.3810196910169496
1438,0.31938663421910163
1439,0.5321940869188831
1440,0.2758754648120567
1441,0.5218055962505593
1443,0.124993694551861
1445,0.6111074323322929
1446,0.14486843927410475
1447,0.2500488067406036
1448,0.7421275496598121
1449,0.2850367555116068
1453,0.3378651365019333
1457,0.31144643808501765
1458,0.8317131323964629
1459,0.2639634538582438
1460,0.7028533064143196
1461,0.34152331597421426
1464,0.7127507972113784
1465,0.750508251354584
1466,0.4020041121319961
1467,0.5033588560477803
1468,0.16698496393487386
1469,0.23795431061820546
1471,0.2934491298515023
1472,0.15731245830835883
1473,0.33729372200137303
1474,0.34786711295469874
1475,0.374929191284009
1477,0.3132208651572942
1478,0.2694842369850568
1479,0.32856737323045315
1480,0.413926725625415
1481,0.3501591578621473
1482,0.37048993333394964
1483,0.24998029075782552
1484,0.18303036741016085
1485,0.2257736069091923
1486,0.4258796060180854
1487,0.3849976768401698
1489,0.9150957983398528
1492,0.3136072313689079
1494,0.8252108214255962
1495,0.3939454212093208
1496,0.6229949787834079
1497,0.22401294395090696
1499,0.32950087080938506
1501,0.6559919061305581
1502,0.40058657716081264
1503,0.7139958429772086
1504,0.3949536893722658
1506,0.4092454744050856
1507,0.37152528464813445
1509,0.35816096910068673
1513,0.2859573314836219
1514,0.3788071461398221
1515,0.6354495513190013
1516,0.1661855486195426
1520,0.10100013603483558
1522,0.3841078764135153
1523,0.36924845949915397
1525,0.34296738382467545
1527,0.13997322759316236
1529,0.2290235490506021
1533,0.5396301744152103
1534,0.3620785453139687
1535,0.6720438242730034
1537,0.3345800834882217
1539,0.5480443831184368
1541,0.7987444972032844
1542,0.3124536869552123
1543,0.3954983935293439
1544,0.23280063127459052
1545,0.3755058224085053
1546,0.3684661856884349
1547,0.5677709155960059
1548,0.5967779010608947
1549,0.8146733459675163
1550,0.3600522916790189
1551,0.5283481186877783
1552,0.6774711596021779
1553,0.42357291133903857
1554,0.6031363040523712
1555,0.25805437399931397
1556,0.6722656199168434
1557,0.4259586033386196
1558,0.3566946341006923
1560,0.4588284817914509
1562,0.33813265794636604
1563,0.2764871619630885
1564,0.35170058115803315
1568,0.3722692353575591
1569,0.8441959276027476
1572,0.05323164261502433
1573,0.29836973120875987
1574,0.27801001327072244
1576,0.5789603249596701
1577,0.3768088392292837
1578,0.040213326629853434
1580,0.29388431662772324
1581,0.40124887922386404
1582,0.3621500201498933
1583,0.4804617567325278
1585,0.277846972273063
1586,0.7274569928963603
1587,0.7361729242211884
1588,0.29127463156723266
1590,0.24508105527411178
1591,0.3781621813230065
1592,0.37692745846998266
1594,0.7983324303559248
1595,0.0736932507926252
1596,0.5651576861198193
1597,0.3584139523490443
1598,0.3618840299975619
1599,0.3646827878111973
1601,0.30501180981452003
1602,0.03682115915291561
1604,0.8419320725374163
1605,0.8391145553198931
1606,0.6863347239415843
1607,0.3191488653468656
1608,0.2095308649274717
1609,0.41050987948792256
1611,0.6740444584198617
1612,0.6176798431342836
1613,0.25929555646941216
1614,0.7317729158680509
1615,0.38050985489678174
1617,0.4568565877437182
1618,0.5518731232364702
1619,0.3616082306789407
1621,0.35895952191921116
1622,0.4989881277150899
1623,0.33486474788528475
1624,0.7680402473885305
1625,0.11904609982781889
1627,0.2433008622013194
1628,0.5023715116628445
1630,0.25600225063337734
1631,0.3153679274685318
1633,0.34272367553366406
1635,0.1876436032772729
1638,0.5279359388224292
1639,0.26335820521529435
1640,0.5070708379616489
1641,0.6781202916400977
1642,0.6118655781152063
1644,0.13319124676666774
1645,0.7935075267636742
1646,0.7216129181808851
1647,0.36810555473592504
1648,0.23720090050389497
1649,0.8268861244527623
1650,0.28973536992514676
1651,0.3238666881491276
1653,0.19228342563001719
1654,0.3018059993017589
1655,0.2712471047717751
1656,0.15447819881438368
1657,0.3599168650163958
1658,0.32891822407961874
1659,0.49910177622623497
1661,0.38861742744537014
1662,0.24802448767411525
1664,0.23704378190639114
1665,0.19967285893780365
1666,0.14810119007926867
1667,0.7095578839154947
1668,0.1729349886830973
1669,0.724586414975734
1670,0.17076431968706515
1671,0.20662701779960557
1673,0.2572579454855556
1674,0.8178427682864182
1675,0.3600493054531589
1676,0.16391730755594056
1677,0.0929218361034345
1678,0.6887095126411448
1680,0.38073112552453175
1681,0.6806314202958303
1682,0.4743912272780595
1683,0.6993592510513164
1684,0.6633785764112448
1687,0.2758611239908116
1689,0.36430886908130156
1691,0.7739128392383658
1692,0.3407504376375735
1693,0.3350412571753976
1694,0.5592256221999765
1696,0.2979236149234118
1697,0.16096346411294346
1698,0.45912898179025274
1700,0.14904538346192578
1701,0.5460167008009411
1702,0.6989985983243816
1703,0.6425960308363033
1704,0.7190157495921903
1706,0.6250864529023676
1707,0.2918757476044309
1708,0.2671760332990343
1709,0.299473055632712
1710,0.266699709530103
1712,0.2558729994294399
1714,0.42396219806448454
1716,0.2447919977687565
1718,0.36912967591230744
1719,0.1884564629172952
1720,0.421119308712059
1721,0.32713165230343144
1722,0.29561964504219346
